"Sitio",Región,Referencia,Latitud,Longitud,Cacicazgos,Formativo,Colonial,Paleoindio,Republicano,Total,Fechas
"Marta","Uraba, alto Sinú","Santos,  & Ortíz, 1986; Van Zweden 1986; 1994; Archila 1993",9.467892409,-75.61135767,4,0,0,0,0,4,-180; -130; -60; 210
"Marusa","Llanuras del Caribe cuencas bajas Sinú y San Jorge","",,,0,0,0,0,0,0,
"Mataje","Costa Pacífica","Reichel-Dolmatoff, 1986",1.8579,-76.2096,3,0,0,0,0,3,-400; -300; 10
"Mazo-Tiestero 1","Valles alto Calima y alto y medio del Cauca","Santos, 1994; Bermudez,1995",,,1,0,0,0,0,1,310
"Mesita","Alto Magdalena","Reichel-Dolmatoff, 1972",,,5,0,1,0,0,6,40; 50; 100; 110; 1410; 1630
"Mesita A","Alto Magdalena","Duque, & Cubillos, 1983",1.8865,-76.302839,1,0,0,0,0,1,170
"Mesita B","Alto Magdalena","Duque, 1964; Duque & Cubillos, 1988; Reichel-Dolmatoff, 1972; Duque & Cubillos, 1983.",1.886563628,-76.30171256,7,0,0,0,0,7,-130; -10; 20; 30; 290; 425; 1180
"Mesita C","Alto Magdalena","Cubillos 1978; 1980",1.883985742,-76.30009609,2,0,0,0,0,2,255; 690
"Mina de Oro","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Bischof, 1969",,,1,0,0,0,0,1,460
"Minguimalo","Costa Pacífica","Reichel-Dolmatoff  & Dussan, 1962",4.801850123,-76.87449133,4,0,0,0,0,4,832; 922; 1152; 1420
"Miraflores 1","Macizo Andino del sur","Correal, 1977-78; Uribe 1977-1978; Plazas 1977-1978; Cardale 1977-1978; Perdomo, et al. 1974",0.890,-77.670,3,0,0,0,0,3,845; 1030; 1180
"Miraflores 2","Macizo Andino del sur","Correal, 1977-78; Uribe 1977-1978; Plazas 1977-1978; Cardale 1977-1978; Perdomo, et al. 1974.",0.89000,-77.61000,2,0,0,0,0,2,1240; 1250
"Momil","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Reichel-Dolmatoff, 1957; 1974; 1986; Archila 1993; Reichel-Dolmatoff, & Dussan 1956; 1974; Foster & Lathrap 1975",9.2274472,-75.672861,3,0,0,0,0,3,-200; -175; -170
"Monsú","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Reichel-Dolmatoff, 1985; 1986;  Angulo, 1995; Rodríguez 1988; Wippern 1987; Archila 1991 y Oyuela 1993.",10.17995481,-75.45837908,0,9,0,0,0,9,-3350; -3050; -2320; -2250; -2225; -2220; -1290; -1280; -850
"Montañitas","Valles alto Calima y alto y medio del Cauca","Bray, et al. 1981; Bray 1981;  Gahwiler, 1988; 1989.",3.667627699,-76.54855362,1,0,0,0,0,1,-305
"Montecito","Valles alto Calima y alto y medio del Cauca","Gahwiler, 1989",3.641811,-76.591964,2,0,0,0,0,2,1130; 1170
"Moralba","Valles alto Calima y alto y medio del Cauca","Bray, & Moseley 1970",3.921183,-76.336428,6,2,0,0,0,8,-890; -800; 770; 920; 1240; 1335; 1480; 1550
"Morelia","Alto Magdalena","Llanos, 1987;1988;",2.058358,-76.0965,2,0,1,0,0,3,510; 900; 1700
"Muelle Viejo","Costa Pacífica","Casas, 1991",,,0,1,0,0,0,1,-1390
"Nahuange I","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Bray 1995",,,1,0,0,0,0,1,310
"Negritos 5","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Plazas, et al. 1993; Plazas, Falchetti; Sáenz & Archila 1993;",8.61447,-75.03457,1,0,0,0,0,1,130
"Nemocón","Altiplano Cundiboyacense","Cardale, 1976; Cardale, 1981.",5.143889,-73.871389,3,0,0,0,0,3,-260; -25; 70
"Nemocón IV","Altiplano Cundiboyacense","Correal, 1979",5.142689,-73.868239,0,0,0,0,0,0,
"Neusa","Altiplano Cundiboyacense","Rivera, 1992",5.177063172,-73.97900598,0,0,0,1,0,1,-6420
"Nuevo Colon","Altiplano Cundiboyacense","Lleras, 1986; 1989",5.330,-73.480,0,0,0,0,0,0,
"Nuevo Río Claro","Valles alto Calima y alto y medio del Cauca","Herrera, & Moreno, 1988; 1990;",4.99645,-75.5546472,1,0,0,0,0,1,980
"Ocache","Valles alto Calima y alto y medio del Cauca","Gahwiler, 1983",3.704315836,-76.50744196,1,0,0,0,0,1,1140
"Oiba San Lorenzo","Montaña Santandereana","Sutherland, 1971",,,1,0,0,0,0,1,1170
"Ordoñez I","Costa Pacífica","Salgado, & Stemper, 1995; Romero 1994, 1996",4.077442304,-77.05534122,3,0,0,0,0,3,845; 880; 1405
"PAB II","Altiplano Cundiboyacense","Herrera, et al. 1992",,,0,0,0,1,0,1,-4680
"Palestina 2","Costa Pacífica","Lopéz, 1989;",,,0,0,0,2,0,2,-8450; -8280
"Palestina","Magdalena medio","Salgado, & Stemper, 1991;  Romero 1995; 1996",4.166424869,-77.13963866,7,0,2,0,0,9,-240; 990; 1135; 1185; 1265; 1285; 1425; 1640; 1780
"Palestina I","Costa Pacífica","Salgado, & Stemper, 1991; Romero 1994, 1996",4.166424869,-77.13963866,0,0,0,0,0,0,
"Palestina II","Costa Pacífica","",4.160708,-77.14624,0,0,0,0,0,0,
"Palmar","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Angulo, 1983; Archila 1991.",10.600,-75.120,2,0,0,0,0,2,280; 740
"Palmas","Llanuras del Caribe cuencas bajas Sinú y San Jorge","",,,0,0,0,0,0,0,
"Palmaseca","Valles alto Calima y alto y medio del Cauca","Bray, & Moseley, 1970;Cubillos, 1984:289",3.528831,-76.454128,1,0,0,0,0,1,1140
"Palmira","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Angulo, 1978",10.979408,-74.315008,1,0,0,0,0,1,500
"Palogordo","Montaña Santandereana","Lleras, 1986; Lleras, &  Vargas, 1990:129",6.73306,-73.213083,2,0,0,0,0,2,920; 1210
"Papayo","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Plazas, et al. 1993",8.659669545,-75.03823308,1,0,0,0,0,1,460
"Parámo de Peña Negra","Altiplano Cundiboyacense","Herrera, et al. 1992",,,0,0,0,1,0,1,-6370
"Pavitas","Valles alto Calima y alto y medio del Cauca","Gahwiler, 1988",3.668367,-76.551683,1,0,0,0,0,1,1530
"Pazu 1","Uraba, alto Sinú","",,,0,0,0,0,0,0,
"Peña Roja","Tierras bajas orientales","Cavelier, et al.1995; Gnecco & Mora 1997; Morcote 1994; Llanos, J. M. 1995; 1997; Piperno & Pearsal 1998; Mora 2001; Mora & Gnecco 2003",-0.659157,-72.083538,9,0,0,6,0,15,-7300; -7210; -7175; -6760; -6560; -6140; 550; 585; 1110; 1195; 1215; 1255; 1365; 1370; 1565
"Peñitas","Altiplano Cundiboyacense","Boada, et al. 1989",5.557453,-73.439742,1,0,0,0,0,1,1305
"Peñones de Bogotá","Magdalena medio","López, 1990, 1992; López, & Botero, 1993",6.399353378,-74.41046746,0,2,0,0,0,2,-4030; -1180
"Piedra Pintada","Altiplano Cundiboyacense","Becerra, 1985",5.034453,-73.58335,1,0,0,0,0,1,-210
"Pikotsutsikchk","Alto Magdalena","Urdaneta, 1991",2.622242,-76.272497,1,0,0,0,0,1,-130
"Pimienta 5","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Plazas, et al. 1993; Plazas; Falchetti; van der Hammen &  Botero 1992",8.664170712,-75.04578466,1,1,0,0,0,2,-810; 870
"Pisba","Altiplano Cundiboyacense","Cárdenas, 1994",6.010,-72.660,1,0,0,0,0,1,1520
"Porta Alegre","Altiplano Cundiboyacense","Therrien & Enciso, 1991",,,2,0,0,0,0,2,1035; 1230
"Pto Caldas","Tierras bajas orientales","Morey, 1975",,,1,0,0,0,0,1,810
"Pubenza","Altiplano Cundiboyacense","Van der Hammen, 1986; Cardale, 1976",4.440,-74.660,3,0,0,1,0,4,-14350; 965; 1320; 1390
"Puerto Arturo","Tierras bajas orientales","Herrera, et al. 1989;  Cavelier, et al. 1990; Mora 2001",-0.565415,-72.408640,2,0,0,0,0,2,310; 1210
"Puerto Berrio","Magdalena medio","López, en prensa",,,0,0,0,1,0,1,-8400
"Puerto Caldas","Tierras bajas orientales","Morey, 1975",,,1,0,0,0,0,1,760
"Puerto Chacho","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Legros, 1990; 1992 :Rodríguez 1988; Archila 1991; Oyuela 1993; Arevalo & Maldonado 1990.",10.107339,-75.452422,0,5,0,0,0,5,-3270; -2490; 2780; 2850; 2880
"Puerto Hormiga","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Reichel-Dolmatoff, 1965; 1972;  Angulo, 1995",10.126078,-75.480589,0,6,0,0,0,6,-3090; -3020; -2925; -2925; -2565; -600
"Puerto Nuevo","Tierras bajas orientales","López, 1993",2.23,-73.7,0,1,0,0,0,1,-4470
"Purilia","Valles alto Calima y alto y medio del Cauca","Gähwiler-Walder, 1988",3.653274227,-76.59172002,1,0,0,0,0,1,530
"Purutal","Alto Magdalena","Cubillos,1986",1.908322356,-76.32655172,2,0,0,0,0,2,-20; 520
"Quebrada Mulas","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Botiva, et al. 1991",,,1,0,0,0,0,1,830
"Quebraditas","Altiplano Cundiboyacense","Garcia, & Gutierrez, 1985",5.015278,-73.9611011,0,1,0,0,0,1,-3410
"Quinchana","Alto Magdalena","Llanos, & Durán, 1983",1.924511,-76.4148,1,0,0,0,0,1,1080
"Rancho Grande","Valles alto Calima y alto y medio del Cauca","Gahwiler, 1988",3.651008,-76.557942,1,0,0,0,0,1,1060
"Río Munquidó","Valles alto Calima y alto y medio del Cauca","Herrera, et al. 1982-83",,,1,0,0,0,0,1,1030
"Rotinet","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Angulo,1986; 1988; 1995; Rodríguez 1988; Archila 1991; Oyuela 1993.",10.52297,-75.06338,0,3,0,0,0,3,-2240; -2240; -1850
"Sachamate","Valles alto Calima y alto y medio del Cauca","Cubillos, 1984",,,2,0,0,0,0,2,1170; 1210
"Sahagún-Colomboy","Magdalena medio","Botiva, et al. 1994",8.920,-75.430,1,0,0,0,0,1,980
"Salcedo I","Altiplano Cundiboyacense","Peña, 1991",4.538669793,-74.6129106,2,0,0,0,0,2,-10; 830
"Samaria","Valles alto Calima y alto y medio del Cauca","Salgado, 1993",,,8,1,0,0,0,9,-1400; -220; -90; -90; 540; 650; 730; 780; 1430
"San Antonio","Valles alto Calima y alto y medio del Cauca","Blanco, 1993",1.195992,-77.4681107,1,0,0,0,1,2,920; 1810
"San Isidro","Valles alto Calima y alto y medio del Cauca","Gnecco & Bravo 1994; Gnecco & Mora 1997",2.753208,-76.667575,0,0,0,3,0,3,-8100; -7580; -7580
"San Jacinto 2","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Oyuela, 1993; 1987; Oyuela & Rodríguez 1995; Archila 1993; Legros; Rodríguez & Pauly 1988",9.830,-75.110,0,2,0,0,0,2,-2615; -1555
"San Jacinto I","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Oyuela, 1993; 1987; Oyuela & Rodríguez 1995; Archila 1993; Legros; Rodríguez & Pauly 1988;  Bonzani, 1998:26",9.836563815,-75.07906321,0,3,0,0,0,3,-3990; -3750; -3715
"San José del Nus","Macizo Antioqueño","Mejía, et al. 1992; Piazzini 1994",,,1,0,0,0,0,1,-20
"San Juan","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Angulo, 1983",10.63979581,-75.1899476,1,0,0,0,0,1,275
"San Juan de Bedout","Magdalena medio","Lopéz, 1989, 1998",6.605764216,-74.44550506,0,1,0,1,0,2,-8400; -510
"San Luis","Costa Pacífica","Rodríguez, 1988",3.930011,-76.776961,2,0,0,0,0,2,210; 550
"San Pedro","Uraba, alto Sinú","Plazas, et al. 1993",8.5113333,-74.91393055,1,0,0,0,0,1,680
"Santa Rosa VP1226","Alto Magdalena","Drennan, 1993",2.190,-76.080,1,0,0,0,0,1,370
"Santa Rosa - Herrera","Magdalena medio","Rodríguez, 1990",3.39072,-75.88225,1,0,0,0,0,1,370
"Santa Sofia","Tierras bajas orientales","Bolian, 1972",-3.92117,-70.16617,3,0,0,0,0,3,1030; 1040; 1215
"Santiago","Alto Magdalena","Urdaneta, 1988",,,0,0,1,0,0,1,1620
"Santo Domingo Buenavista","Altiplano Cundiboyacense","Falchett, 1979; Reichel-Dolmatoff 1986:178",,,1,0,0,0,0,1,960
"Sauzalito","Valles alto Calima y alto y medio del Cauca","Bray, et al. 1988",3.940,-76.520,0,0,0,3,0,3,-7720; -7650; -7350
"Segovia","Alto Magdalena","Uribe, 1990",,,1,1,0,0,0,2,-770; 1320
"Simijaca","Altiplano Cundiboyacense","Uribe, 1990",,,1,0,0,0,0,1,170
"Siquianeca","Altiplano Cundiboyacense","Boada 1987; 1991;  Boada et al. 1988, 1989",5.58000,-73.48000,1,0,0,0,0,1,1020
"Sismógrafo","Magdalena medio","Cavelier, et al.1995",5.574033726,-74.89225446,1,0,0,0,0,1,890
"Soatá","Altiplano Cundiboyacense","Pérez, 1990",,,0,0,1,0,0,1,1670
"Socotá (?)","Altiplano Cundiboyacense","Cárdenas, 1994",,,0,0,0,0,1,1,1849
"Sopetrán","Macizo Antioqueño","Castillo, 1988",,,2,0,0,0,0,2,940; 1150
"Sueva I","Altiplano Cundiboyacense","Correal, 1979",4.80550,-73.76604,0,1,0,1,0,2,-8140; -4440
"T-LP-1","Valles alto Calima y alto y medio del Cauca","Bruhns, 1995",,,0,0,0,0,1,1,1949
"Tajumbina","Macizo Andino del sur","Cadavid & Ordoñez,1989; Cadavid, 1993",1.572246371,-76.94252995,2,4,0,0,0,6,-2590; -2450; -2080; -2080; 950; 950
"Tañik","Alto Magdalena","Urdaneta, 1991",2.63952,-76.342761,1,0,0,0,0,1,1065
"Tapias I","Altiplano Cundiboyacense","Boada, et al. 1989",5.5110394,-73.462481,1,0,0,0,0,1,1290
"Tequendama","Altiplano Cundiboyacense","Correal, 1973",4.320642,-74.163247,0,0,0,0,0,0,
"Tequendama I","Altiplano Cundiboyacense","Correal, 1980; Correal & van der Hammen 1977; van der Hammen & Correal 1978; van der Hammen,  Correal & van Klinken 1990",4.536623653,-74.27739769,1,4,0,15,0,20,-26940; -20300; -8970; -8780; -8640; -8510; -8200; -8190; -8180; -8075; -8040; -7790; -5285; -5140; -5040; -4445; -4425; -4070; -3855; -275
"Tibito I","Altiplano Cundiboyacense","Correal, 1981; van der Hammen, 1986",4.98648,-73.95596,0,0,0,1,0,1,-9790
"Tigrera","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Langebaek, 1987",11.06155849,-74.22112076,2,0,0,0,0,2,950; 970
"Tigrera","Sierra Nevada","",,,2,0,0,0,0,2,950; 970
"Tocaima","Magdalena medio","Mendoza, & Quiazua, 1990",4.440,-74.660,2,0,0,0,0,2,-440; 270
"Tocarema 5","Altiplano Cundiboyacense","Peña, 1991",4.73503,-74.45633,1,1,0,0,0,2,-800; 130
"Torre 25","Magdalena medio","López, & Mendoza, 1994",,,0,0,1,0,0,1,1760
"Torre 26","Magdalena medio","López, & Mendoza, 1994",,,1,0,0,0,0,1,1340
"Torre 54","Magdalena medio","López, & Mendoza, 1994",10.839511,-74.865711,1,0,0,0,0,1,1495
"Tres Esquinas","Valles alto Calima y alto y medio del Cauca","Bray, et al. 1981",5.754722,-75.338333,1,0,0,0,0,1,765
"Ubalá","Altiplano Cundiboyacense","Botiva, 1984",,,0,0,1,0,0,1,1660
"Ubaté","Altiplano Cundiboyacense","Cárdenas 1994; 1996; 1997",,,1,0,0,0,0,1,1470
"Ullumbe","Alto Magdalena","Cubillos, 1991",1.8737,-76.2553,0,1,0,0,0,1,-1040
"UPTC","Altiplano Cundiboyacense","Castillo, 1984",5.510,-73.380,3,0,0,1,0,4,-9410; 1030; 1170; 1410
"Valle de Aburrá 22","Macizo Antioqueño","Santos 1994; 1995; 1995; Bermúdez 1995; Santos 1995;  Castillo 1992. Santos et al, 1998",6.270,-75.580,1,0,0,0,0,1,10
"V. A. 046","Macizo Antioqueño","",,,0,0,0,0,0,0,
"V. A. 126","Macizo Antioqueño","Castillo, 1995",6.152,-75.667,1,0,0,0,0,1,90
"Varsovia","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Bray, et al. 1981",,,3,0,1,0,0,4,1235; 1340; 1490; 1710
"Varsovia","Valles alto Calima y alto y medio del Cauca","",,,3,0,1,0,0,4,1235; 1340; 1490; 1710
"Vélez","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Bray, et al. 1983",,,1,0,0,0,0,1,1235
"Villa Azul","Tierras bajas orientales","Herrera, Cavelier & Mora, 1987",-0.75,-72,1,0,0,0,0,1,850
"Villa Azul-Elias","Tierras bajas orientales","",,,0,0,0,0,0,0,
"Villa Azul-Esteban","Tierras bajas orientales","",,,0,0,0,0,0,0,
"Villa Azul-Moreno","Tierras bajas orientales","",,,0,0,0,0,0,0,
"Villa Azul-Paqui","Tierras bajas orientales","Herrera, Cavelier & Mora, 1987",,,5,0,0,0,0,5,50; 95; 100; 620; 930
"Villa de Leiva","Altiplano Cundiboyacense","Van der Hammen, 1986",5.600,-73.540,0,0,0,2,0,2,-40050; -18620
"Villa Elisa","Valles alto Calima y alto y medio del Cauca","Cano, 1995",5.083539,-75.987447,1,0,0,0,0,1,-440
"Villa Helena 1","Magdalena medio","López, 1988; López, 1991",6.421502844,-73.93846008,3,0,0,0,0,3,910; 1290; 1310
"Villa Helena 1","Magdalena medio","",6.1911,-73.50,3,0,0,0,0,3,910; 1290; 1310
"Vistahermosa 14","Altiplano Cundiboyacense","Correal, 1986;1987:17",3.7151,-74.5738,0,2,0,0,0,2,-1460; -1185
"Yacimiento 016","Macizo Antioqueño","Piazzini 1993 cita a Castillo, 1992.",,,1,0,0,0,0,1,-250
"Yacimiento 021","Macizo Antioqueño","López, 1989 en Piazzini 1994",,,0,0,0,1,0,1,-4530
"Yacimiento 144","Macizo Antioqueño","Piazzini 1993 cita a Castillo, 1992.",,,1,0,0,0,0,1,360
"Yacimiento 200","Macizo Antioqueño","Piazzini 1993 cita a Castillo, 1992.",,,1,0,0,0,0,1,830
"Yacimiento 209","Macizo Antioqueño","Piazzini 1993 cita aCastillo, 1992",,,1,0,0,0,0,1,1480
"Yocambó","Macizo Antioqueño","Bray, & Moseley 1970",,,1,0,0,0,0,1,1580
"Yolombó","Macizo Antioqueño","Piazzini, 1994, cita a Castillo, 1992",,,2,0,0,0,0,2,1220; 1280
"Zipacón","Altiplano Cundiboyacense","Correal, & Pinto, 1983;  Ardila 1985; Langebaek, 1995;  Bray 1995",4.75775,-74.38856,0,1,0,0,0,1,-1320
"Zipaquirá V","Altiplano Cundiboyacense","Cardale, 1981",5.019541522,-74.01721052,5,0,0,0,0,5,-500; -150; -5; 30; 60
"Zipaquirá","Altiplano Cundiboyacense","Lleras, 1989",,,1,0,0,0,0,1,1170
"Zipaquirá II","Altiplano Cundiboyacense","Cardale, 1981",,,0,0,1,0,0,1,1598
"Zipaquirá III","Altiplano Cundiboyacense","Cardale,1981",5.016697,-74.014381,3,0,0,0,0,3,1430; 1440; 1500
"Zipaquirá V","Altiplano Cundiboyacense","",5.016697,-74.012578,5,0,0,0,0,5,-500; -150; -5; 30; 60
"Aguazul CC2","Tierras bajas orientales","Alarcón &  Segura 1998",5.149,72.3434,2,0,0,0,0,2,520; 930
"Alejandría-Yacimiento 12","Magdalena medio","Serna & Mejía 1994",6.02582385,-74.52241477,1,0,0,0,0,1,960
"Alto de Chinas","Alto Magdalena","Forero, 1997",1.30,-76.15,0,1,0,0,0,1,-1810
"Altomira-Yacimiento 14","Magdalena medio","Serna & Mejía 1994",5.85315172,-74.30918336,0,0,0,0,1,1,1805
"Arrancaplumas","Magdalena medio","Cifuentes 1991; 1993;",5.190,-74.770,1,0,0,0,0,1,-90
"Bugalagrande-PK 241+400","Magdalena medio","Bernal, 1997",4.220,-76.170,1,0,0,0,0,1,1125
"Alto de Quinchana","Alto Magdalena","Duque, 1966; Llanos &  Durán 1983.",1.885785,-76.33446,1,0,0,0,0,1,1080
"La Llanada","Valles alto Calima y alto y medio del Cauca","Salgado, 1986",4.314821384,-76.25003296,3,0,0,0,0,3,740; 950; 960
"Atuncela II","Valles alto Calima y alto y medio del Cauca","Alarcón,1995, 1996; Bernal,1995",3.73606139,-76.67961962,0,0,1,0,0,1,1680
"Barbosa-Yacimiento 30","Macizo Antioqueño","CISH 1996",,,0,0,0,0,1,1,1810
"Caicedonia-PK 11+810","Valles alto Calima y alto y medio del Cauca","Bernal, 1997",4.340,-75.840,1,0,0,0,0,1,1050
"Cambalache","Valles alto Calima y alto y medio del Cauca","Salgado, 1996",4.48376514,-75.77995638,1,0,0,0,0,1,1480
"Campoalegre-Yacimiento 15","","Múnera; Monsalve; Vergara & Tabares 1996",5.848196235,-75.4067793,1,1,0,1,0,3,-5650; -2320; 1440
"Ca 6 - P2","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Plazas, et al. 1993; Plazas,  Falchetti; van der Hammen &  Botero 1988",8.698739265,-74.956653,1,0,0,0,0,1,950
"Palmira-Cantarana","Valles alto Calima y alto y medio del Cauca","Patiño, 1996",3.56583111,-76.44696207,4,0,0,0,0,4,1000; 1030; 1040; 1110
"Carate 17","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Plazas, Falchetti; 1981; Plazas; Falchetti; Sáenz & Archila 1993",8.625992915,-75.12544103,1,0,0,0,0,1,310
"Ciénaga del Tigre I","Magdalena medio","Gómez &  Correcha 1995",7.09185127,-73.82602476,2,0,0,0,0,2,-50; 140
"Cipango-Yacimiento 11","Magdalena medio","Serna & Mejía 1994",6.01101242,-74.49955217,0,0,0,0,1,1,1850
"City Gate","Valles alto Calima y alto y medio del Cauca","Salgado, 1996",5.94515241,-77.18242560,0,1,0,0,0,1,-540
"El Antojo-Yacimiento 4","","Múnera, Monsalve & Botero 1997",6.05519042,-76.73514085,5,0,1,1,0,7,-6430; 190; 1450; 1500; 1500; 1550; 1630
"El Bosque-Yacimiento 22","","Santos; Bermudez; Correa. &  Ospina  1996",6.580,-75.010,0,3,0,0,0,3,-3510; -1330; -790
"El Carmelo","","Salgado 1996",1.790833,-76.539722,0,0,1,0,0,1,1660
"El Diamante-Yacimiento 32","Macizo Antioqueño","Santos, Bermudez, Correa &  Ospina 1996",6.44491823,-75.34318916,1,0,0,0,0,1,300
"El Gallo II","Uraba, alto Sinú","Botiva, et al. 1991",7.884375,-76.289667,2,0,0,0,0,2,750; 900
"El Indio I-Yacimiento 2","","Múnera; Botero; Muñoz; Cadavid & Ospina 1997",6.39223485,-75.44110322,0,1,0,0,0,1,-960
"El Ingenio-Yacimiento 14","","CISH 1996",6.50090233,-74.76689694,1,0,0,0,0,1,
"El Jazmín- Yacimiento 10","","Múnera; Monsalve & Botero 1997",6.05303904,-76.76603397,1,0,0,2,0,3,-7070; -5640; 1170
"El Mango-Yacimiento 9","","Múnera; Monsalve; Vergara & Tabares 1996",4.976,-75.655,2,0,0,0,0,2,980; 1560
"El Oro II","","Salgado, 1996; Stuiver et al. 1993.",4.48376514,-75.77995638,1,0,0,0,0,1,1220
"El Pollo","Valles alto Calima y alto y medio del Cauca","Rodríguez & Montejo 1996",4.81468103,-75.70184643,2,0,0,0,0,2,975; 1460
"El Pomo","","Rodríguez, 1997",,,0,1,0,0,0,1,-3670
"El Porvenir-Yacimiento 03","","Santos, 1996",6.53894693,-75.09962913,1,0,0,0,0,1,1130
"El Porvenir-Yacimiento 26","","Santos, 1996",6.530,-75.080,1,0,0,0,0,1,810
"El Radio-Yacimiento 10","Valles alto Calima y alto y medio del Cauca","Múnera; Monsalve; Vergara &Tabares 1996",4.976,-75.655,1,0,0,0,0,1,1440
"El Roble-Yacimiento 35","","Serna & Mejía 1994",5.850,-74.000,1,0,0,0,0,1,1040
"Garabato-Yacimiento 5","Macizo Antioqueño","Múnera & Botero 1997",6.44407082,-75.73469038,1,0,0,0,0,1,430
"Guacanas","Alto Magdalena","Llanos 1993.",2.223130319,-75.64279002,2,0,0,0,0,2,50; 90
"Guayacán-Yacimiento 01","Magdalena medio","CAIN 1996",5.86647931,-73.96723188,1,0,0,0,0,1,-410
"Japón 3","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Plazas, et al. 1981; Plazas; Falchetti & Sáenz 1979",8.686416305,-74.96870817,2,0,0,0,0,2,70; 150
"La Angostura-Yacimiento 4","Magdalena medio","Castillo 1997",6.180,-74.620,4,0,0,0,0,4,1100; 1200; 1220; 1250
"La Argelia-Yacimiento 30","Magdalena medio","Serna & Mejía 1994",5.82634135,-74.09301570,1,0,0,0,0,1,
"La Cabaña 1","Valles alto Calima y alto y medio del Cauca","Alarcón 1995; 1996; Berbal 1995; Rojas 1995",3.70709950,-76.62931569,0,0,0,1,0,1,-6370
"La Champiñorera I-Yacimiento 6","","Múnera; Monsalve & Botero 1997",6.05601204,-76.74760548,1,0,0,0,0,1,1250
"La Floresta-Yacimiento 08","","CISH 1996",4.38991724,-73.04473042,1,0,0,0,0,1,200
"La Herradura-Yacimiento 27","Macizo Antioqueño","Santos 1996",6.53593357,-74.97243113,0,0,1,1,0,2,-8440
"La laguna-Yacimiento 23","Macizo Antioqueño","Santos 1996",6.54139946,-74.99983251,1,0,0,0,0,1,1260
"San Roque","","Santos et al 1998; CISH 1996",6.51010832,-74.84167022,1,0,0,0,0,1,-10
"La Mejora-Yacimiento 17","","Serna & Mejía 1994",8.180,-76.070,1,0,0,0,0,1,
"La Morela-Yacimiento 06","Magdalena medio","Santos;Bermudez; Correa & Ospina  1996",6.48886649,-74.41902299,2,1,0,0,0,3,-620; 10; 170
"La Palma-Yacimiento 1","Macizo Antioqueño","Múnera; Botero; Muñoz; Cadavid &  Ospina 1997",6.39223485,-75.44110322,1,0,0,0,0,1,770
"La Quinta","Magdalena medio","Pulido 1996",4.12816589,-75.08953775,1,0,1,0,0,2,1520; 1700
"La Tebaida-PK 39+565","Valles alto Calima y alto y medio del Cauca","Bernal 1997",4.460,-75.790,1,0,0,0,0,1,1350
